"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-04-12","49","57","43"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-04-13","45","54","33"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-04-14","40","49","31"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-04-15","45","50","43"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-04-16","45","53","39"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-04-17","45","57","33"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-04-18","39","51","31"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-04-19","37","47","27"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-04-20","35","43","26"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-04-21","37","46","24"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-04-22","38","46","31"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-04-23","40","52","25"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-04-24","43","57","28"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-04-25","42","56","28"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-04-26","41","55","26"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-04-27","43","55","25"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-04-28","45","57","26"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-04-29","49","60","30"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-04-30","47","54","43"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-01","48","63","31"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-02","46","54","38"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-03","49","57","42"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-04","52","65","45"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-05","48","58","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-06","47","55","40"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-07","46","57","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-08","44","55","32"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-09","44","57","30"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-10","45","54","38"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-11","47","56","38"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-12","50","62","33"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-13","49","61","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-14","50","61","38"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-15","54","65","39"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-16","49","62","38"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-17","46","56","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-18","44","54","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-19","47","57","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-20","51","63","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-21","53","65","46"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-22","56","66","39"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-23","57","64","46"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-24","56","62","51"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-25","54","63","43"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-26","61","71","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-27","60","69","56"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-28","54","62","48"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-29","57","66","43"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-30","53","60","51"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-05-31","47","56","45"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-01","47","58","37"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-02","49","58","37"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-03","52","59","46"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-04","56","64","51"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-05","55","62","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-06","50","57","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-07","50","59","44"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-08","52","63","38"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-09","58","68","43"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-10","56","66","50"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-11","52","57","49"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-12","52","63","45"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-13","53","60","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-14","56","66","42"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-15","62","74","45"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-16","65","77","52"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-17","60","68","52"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-18","60","67","53"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-19","61","70","46"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-20","64","77","46"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-21","67","76","55"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-22","63","70","57"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-23","65","73","54"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-24","67","74","60"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-25","57","71","49"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-26","60","71","44"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-27","58","68","45"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-28","59","68","48"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-29","55","63","46"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-06-30","58","66","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-01","59","70","46"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-02","62","75","45"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-03","61","76","49"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-04","67","76","53"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-05","66","77","52"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-06","68","79","49"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-07","69","80","53"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-08","70","83","50"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-09","71","83","56"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-10","70","81","55"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-11","72","84","55"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-12","72","85","55"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-13","68","80","58"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-14","63","73","50"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-15","63","71","51"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-16","61","70","55"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-17","60","67","53"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-18","63","74","50"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-19","64","72","59"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-20","60","68","52"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-21","58","67","49"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-22","59","63","56"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-23","58","61","56"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-24","60","69","57"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-25","60","68","52"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-26","60","67","55"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-27","60","69","52"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-28","60","71","49"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-29","62","70","57"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-30","59","65","57"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-07-31","61","72","55"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-01","59","67","53"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-02","60","66","56"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-03","57","62","50"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-04","60","70","54"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-05","57","67","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-06","56","63","54"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-07","55","68","43"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-08","58","68","44"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-09","59","65","46"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-10","63","71","61"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-11","61","69","51"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-12","63","72","57"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-13","62","70","59"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-14","61","70","51"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-15","61","73","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-16","60","69","52"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-17","58","69","46"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-18","60","73","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-19","63","74","49"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-20","65","78","49"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-21","67","75","59"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-22","63","70","58"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-23","61","71","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-24","63","73","52"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-25","60","67","55"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-26","56","63","50"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-27","55","63","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-28","57","64","53"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-29","63","73","55"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-30","58","67","54"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-08-31","58","71","42"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-01","58","71","42"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-02","60","72","44"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-03","60","67","52"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-04","59","66","53"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-05","59","71","45"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-06","61","75","44"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-07","62","74","49"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-08","65","73","60"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-09","56","67","54"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-10","53","60","48"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-11","52","63","37"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-12","54","66","43"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-13","53","66","35"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-14","59","65","56"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-15","49","58","43"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-16","42","54","29"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-17","44","56","31"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-18","53","60","40"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-19","57","61","51"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-20","59","66","56"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-21","54","62","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-22","54","66","41"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-23","56","66","48"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-24","58","70","46"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-25","58","71","44"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-26","58","71","53"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-27","58","65","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-28","54","60","49"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-29","48","58","40"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-09-30","48","60","37"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-01","51","60","39"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-02","51","56","45"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-03","50","59","40"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-04","49","60","41"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-05","46","61","35"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-06","49","62","38"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-07","52","68","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-08","56","66","48"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-09","53","62","48"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-10","50","62","38"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-11","54","66","45"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-12","51","63","40"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-13","50","60","40"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-14","46","56","39"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-15","42","50","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-16","37","41","26"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-17","37","44","32"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-18","39","54","26"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-19","37","54","28"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-20","41","51","23"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-21","50","57","46"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-22","48","58","43"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-23","38","43","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-24","33","39","27"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-25","38","47","24"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-26","46","52","39"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-27","36","42","24"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-28","47","55","41"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-29","45","52","39"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-30","46","51","41"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-10-31","48","56","38"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-01","45","49","40"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-02","47","54","41"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-03","47","50","37"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-04","53","57","49"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-05","50","53","46"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-06","50","51","46"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-07","49","53","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-08","46","51","40"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-09","47","52","43"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-10","46","49","41"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-11","47","49","42"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-12","51","54","44"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-13","45","50","41"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-14","46","50","38"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-15","43","53","33"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-16","31","35","27"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-17","27","33","21"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-18","24","31","17"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-19","31","36","21"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-20","33","37","30"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-21","26","33","22"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-22","33","35","23"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-23","38","40","35"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-24","40","42","38"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-25","36","40","33"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-26","32","36","30"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-27","27","31","23"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-28","27","28","22"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-29","29","33","25"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-11-30","28","34","26"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-01","25","35","10"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-02","30","35","23"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-03","33","35","32"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-04","34","35","33"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-05","36","37","33"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-06","36","38","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-07","37","38","33"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-08","33","38","30"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-09","30","33","29"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-10","35","39","29"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-11","45","48","39"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-12","40","48","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-13","33","40","30"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-14","35","38","28"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-15","36","43","31"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-16","25","32","18"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-17","26","30","17"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-18","19","30","14"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-19","19","26","10"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-20","30","33","26"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-21","30","31","26"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-22","33","35","30"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-23","33","34","30"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-24","35","41","28"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-25","31","35","29"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-26","28","31","26"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-27","26","27","24"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-28","26","27","24"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-29","29","31","26"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-30","29","33","24"
"SW000008525","LINKOEPING MALMSLAETT, SW","2005-12-31","23","28","8"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-01","26","31","22"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-02","17","25","13"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-03","24","27","9"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-04","22","26","21"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-05","28","30","23"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-06","29","30","28"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-07","29","31","29"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-08","26","30","26"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-09","17","26","8"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-10","18","34","2"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-11","37","39","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-12","39","42","38"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-13","32","40","26"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-14","25","30","14"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-15","27","31","25"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-16","18","25","12"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-17","24","28","20"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-18","27","30","26"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-19","18","26","17"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-20","18","20","16"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-21","17","21","10"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-22","5","13","-3"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-23","20","26","1"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-24","23","28","20"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-25","29","32","25"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-26","22","32","10"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-27","26","29","18"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-28","28","32","22"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-29","31","35","27"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-30","32","35","30"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-01-31","36","40","32"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-01","34","38","32"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-02","33","37","30"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-03","25","33","14"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-04","12","27","4"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-05","6","18","-1"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-06","18","29","-2"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-07","29","36","25"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-08","28","29","26"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-09","32","33","29"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-10","24","31","22"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-11","17","24","3"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-12","26","29","20"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-13","29","34","18"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-14","21","30","10"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-15","28","31","24"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-16","30","32","27"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-17","25","28","23"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-18","27","30","23"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-19","32","33","29"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-20","30","32","30"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-21","26","30","26"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-22","21","30","9"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-23","31","34","27"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-24","22","31","16"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-25","28","35","18"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-26","21","30","3"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-27","20","26","8"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-02-28","25","30","18"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-01","27","31","26"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-02","24","28","22"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-03","16","22","8"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-04","14","20","6"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-05","17","20","12"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-06","17","24","14"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-07","15","23","4"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-08","20","30","7"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-09","17","27","11"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-10","11","20","-7"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-11","13","23","5"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-12","16","26","-1"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-13","13","28","-3"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-14","23","29","3"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-15","29","32","21"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-16","26","33","21"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-17","19","36","3"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-18","27","39","8"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-19","32","41","27"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-20","24","33","14"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-21","23","37","12"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-22","23","38","9"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-23","22","34","9"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-24","23","34","17"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-25","15","38","-5"
"SW000008525","LINKOEPING MALMSLAETT, SW","2006-03-26","23","37","3"
